operation,person,type,FO,region,amount,month
Внесение,ФЛ,Резидент,ЦФО,Ярославская область,97517,Март
Выдача,ФЛ,Резидент,ЦФО,Ярославская область,324562,Март
Внесение,ЮЛ,Резидент,ЦФО,Ярославская область,485025,Март
Выдача,ЮЛ,Резидент,ЦФО,Ярославская область,159958,Март
Внесение,ФЛ,Нерезидент,ЮФО,Республика Адыгея,,Март
Выдача,ФЛ,Нерезидент,ЮФО,Республика Адыгея,,Март
Внесение,ФЛ,Резидент,ЮФО,Республика Адыгея,83648,Март
Выдача,ФЛ,Резидент,ЮФО,Республика Адыгея,401440,Март
Внесение,ЮЛ,Резидент,ЮФО,Республика Адыгея,51904,Март
Выдача,ЮЛ,Резидент,ЮФО,Республика Адыгея,262740,Март
Внесение,ФЛ,Нерезидент,ЮФО,Астраханская область,,Март
Выдача,ФЛ,Нерезидент,ЮФО,Астраханская область,,Март
Внесение,ФЛ,Резидент,ЮФО,Астраханская область,98522,Март
Выдача,ФЛ,Резидент,ЮФО,Астраханская область,356807,Март
Внесение,ЮЛ,Резидент,ЮФО,Астраханская область,962877,Март
